,CourseCode1,CourseNameEN1,CourseNameFR1,CourseContent1,SummaryEN1,Relationship,CourseCode2,CourseNameEN2,CourseNameFR2,CourseContent2,SummaryEN2
158,HUM-332,"Science, technology and society D","Science, technologie et société D","The nanos major change Science and technology sometimes are experiencing major changes that upset the entire society. What is happening today in the field of nanoscience and nanotechnology is a good example. Taking the example the nanoscience and nanotechnology (including nanobiotechnology), the course examines the phenomenon by browsing a variety of local and global approaches that address both the scientific activity (scientometry, ethnography of laboratory in the field of MEMS and NEMS and molecular motor) on regulations (industrial, political, legal) and debate within society. The aim is to acquire an analysis of this kind of phenomenon approach. The choice and the deepening of a theme will be made according the preferences of the students. The course is an occasion to discover what is going on into research labs and in the life of researchers and their career. The studens will be accompanied by the professor in the meeting of a researcher and/or into the visit of a research lab in the field.",Science and technology are experiencing changes that also affect the entire society. The course will take the example of nanoscience and nanotechnology to develop an analysis of this kind of phenomenon.,Benefits from,HUM-229,"Science, technology and society B","Science, technologie et société B",This course aims at exploring the social and cultural dimensions of scientific work or engineering. Contributing to wikipedia articles on engineering on technologies or engineering from a STS (science and technology studies) or engineering studies point of view.,"Science and engineering in action The course is devoted to the study of social and cultural dimensions of scientific and technological work. Looking at the challenges into a specific domain (for 2014-2015: innovation or the culture), it covers topics relating to the emergence of the discipline or field of engineering, institutional and emtrepreneurial transformations, constitution of new actors and their relations, career paths in the domain, the shaping of scientific content and technological innovation, research practices and engineering (in laboratories, design offices, technology platforms, networks of scientific cooperation) and the mechanisms by which science and technology influence and is influenced by society. Selection of specifc fields (museum architecture, 3D printer design, software engineering, augmented human being, microtechnics for cultural artefacts, emerging cultures online, etc.) during the first two classes. Collective exploration during the sessions. Learing of a working method to study an unknown domain in your discipline (which actors, practices, evolutions and stakes and how is performed the science-technology-society integration into a specific domain)."
159,HUM-353,"Science, technology and society C","Science, technologie et société C","The digitization of cultures: the case of the archives of the Montreux Jazz Festival Today we are witnessing a technological (digitization, big data, 3D modeling and printing ...) and economic development (Google Books, Flickr ...) significant in the field of culture and humanities. Engineers and scientists are mobilized to contribute. Thanks to the intervention of various specialists in human and social sciences and computer science, the course provides an overview of the situation and the scientific and technological challenges related to the digitization of culture (text, sound, image, video, objects including architecture) and the construction of infrastructure in the humanities and social sciences: digital indexing, processing and visualization (including new forms of interaction) on the vast body of old and new texts, images, sound recordings, videos, and an important heritage of objects often inaccessible for the purposes of conservation. The stakes are high for society (knowledge economy, ownership of cultural heritage...) at the same time they assume a connection between computer science, engineering and social sciences around issues of digitization of cultural heritage, past, present and emergence. In collaboration with Alain Dufaux (Center MetaMedia - EPFL).","Digital Cultures and Humanities is a new challenge for computer science, engineering, humanities and social sciences who need to learn to cooperate. The course questions issues at the frontier of this rapidly developing field.",Benefits from,HUM-229,"Science, technology and society B","Science, technologie et société B",This course aims at exploring the social and cultural dimensions of scientific work or engineering. Contributing to wikipedia articles on engineering on technologies or engineering from a STS (science and technology studies) or engineering studies point of view.,"Science and engineering in action The course is devoted to the study of social and cultural dimensions of scientific and technological work. Looking at the challenges into a specific domain (for 2014-2015: innovation or the culture), it covers topics relating to the emergence of the discipline or field of engineering, institutional and emtrepreneurial transformations, constitution of new actors and their relations, career paths in the domain, the shaping of scientific content and technological innovation, research practices and engineering (in laboratories, design offices, technology platforms, networks of scientific cooperation) and the mechanisms by which science and technology influence and is influenced by society. Selection of specifc fields (museum architecture, 3D printer design, software engineering, augmented human being, microtechnics for cultural artefacts, emerging cultures online, etc.) during the first two classes. Collective exploration during the sessions. Learing of a working method to study an unknown domain in your discipline (which actors, practices, evolutions and stakes and how is performed the science-technology-society integration into a specific domain)."
160,HUM-401(b),Artistic practices II,Pratiques artistiques II,See the complete course description of the Fall semester.,This course offers 2 options: <squote/>innovate<squote/> highlights the diversity of practices in the field of design through a project oriented towards speculating on recent technologies; <squote/>filming<squote/> studies the question of cinematographic techniques and the making of a short movie.,Depends on,HUM-401(a),Artistic practices I,Pratiques artistiques I,This course offers 2 options: <squote/>innovate<squote/> highlights the diversity of practices in the field of design through a project oriented towards speculating on recent technologies; <squote/>filming<squote/> studies the question of cinematographic techniques and the making of a short movie.,"Option 1 : A creative toolbox for innovation Each first term course will be focused on the presentation of a creation approach. Sessions will be based on case studies coming from design and contemporary arts with practical activities and exercises: 1. Preliminary research methods: iconographic research, exploration of failures and accidents, role of user observations and evolution of technical objects as inspiration source, observation sketches, role of analogies, mood boards. 2. Creation and prototyping techniques: storyboarding/storytelling, prototyping, graphic design, digital interface creation, sketching, repurposing of standard software (Powerpoint, Excel). During the second semester, students will work on a project based on a specific topic related to the future of a certain technology/domain of activity, based on the approaches described during the first semester. This project will correspond to a ¿design fiction¿, a fictional object or situation that reval a potential future based on a specific technology and its uses. Option 2: ""Love affairs"" - Cinéma du réel between fiction and documentary Stimulate and engage students to develop a personal approach in filmmaking by providing technical tools and ideas to realize their projects independently.Presentations that are accompanied by viewing of some film extracts. Perspectives on some theoretical texts of reference. Introduction to basic practices of the sound and image.Approach of editing and postproduction."
161,HUM-402(b),,Going East II,See the full description of the course in the Introduction to project of the fall semester.,The course provides knowledge on urbanization processes in China and modes of living in Chinese cities. It examines current issues in historic and comparative perspective through the critical study of urban policies and social practices of inhabitants.,Depends on,HUM-402(a),,Going East I,The course provides knowledge on urbanization processes in China and modes of living in Chinese cities. It examines current issues in historic and comparative perspective through the critical study of urban policies and social practices of inhabitants.,"Going East I: Vivre les villes chinoises La Chine a connu un développement urbain sans précédent depuis le début des années 1980s. Cet enseignement se propose d<squote/>aborder la transformation urbaine à l<squote/>échelle du pays et les conséquences sociales et économiques qui en découlent sur la vie quotidienne des résidents de ces villes chinoises. Une approche historique permettra de saisir les enjeux politiques et urbains d<squote/>un tel changement et d<squote/>introduire des thématiques relatives aux modalités de planifier, construire et habiter des différents acteurs sociaux impliqués dans l<squote/>espace urbain (projets urbains pour une Nouvelle Chine <semicolon/> distinction ville/campagne <semicolon/> hukou <semicolon/> ville globale <semicolon/> villes nouvelles <semicolon/> économie de la ville <semicolon/> districts créatifs <semicolon/> auto-construction <semicolon/> politiques de conservation du patrimoine <semicolon/> pratiques de consommation, etc.). Une série d<squote/>ateliers avec des intervenants seront organisés pour aborder ces thématiques à travers des études de cas en Chine ou dans des pays voisins afin de sensibiliser les étudiants à l<squote/>approche comparative et de les engager à poser un regard réflexif sur les mutations urbaines de diverses sociétés. Différentes outils (articles scientifiques, plan d<squote/>urbanisme <semicolon/> photographie <semicolon/> fictions, documentaires, bandes dessinées, etc.) seront mobilisés pour s<squote/>interroger sur le développement urbain et leur renouvellement. Le cours est construit en deux parties : la première donne un aperçu général des questions urbaines en Chine, la seconde est dédie à l<squote/>élaboration d<squote/>un projet de recherche en groupe (2-3 étudiants)."
162,HUM-403(a),,Experimental cognitive psychology I,"Performing an empirical study in cognitive psychology Cognitive psychology covers all aspect of our mental world, whether it is perception, attention, memory, language, mental imagery, emotion, concept formation, problem solving, creativity, decision making, reasoning, etc. To assess cognitive functioning, psychologists working in this field have traditionally applied experimental scientific methods. In this course, we will elaborate research questions that are closely linked to those of the respective project supervisor. By accounting for the recent published scientific literature, students will elaborate the study questions determined with their respective project supervisor, and will develop their own research activities performed in groups of max 4 students. After having read the relevant literature and decided on a hypothesis (autumn term), students will refine their method (autumn term), test participants (data collection) (spring term), treat the data for statistical analysis (spring term), and write a final scientific report (spring term).","The media frequently report on trendy studies that have been conducted in experimental cognitive psychology, and which inform the public on ""human functioning"" and its causes. We teach students basic skills and requirements when performing, understanding and comprehending such studies.",Benefits from,HUM-213,Cognitive psychology A,Psychologie cognitive A,"Cognitive Psychology is part of the wider field of psychology that deals with mental processes including how people think, perceive, remember and learn. Cognitive psychology is part of the larger field of the cognitive sciences including neuroscience, philosophy, and linguistics.","Introduction to cognitive psychology In the current course, we will cover topics commonly taught in introductory courses to cognitive psychology. These topics deal with classical concepts and studies in cognitive psychology on perception, attention, memory, language, mental imagery, concept formation, problem solving, creativity and reasoning. Most of these studies are seminal in cognitive psychology, because they importantly influenced today<squote/>s understanding of human behavior, and associated brain imaging studies, clinical studies, and pharmacological studies."
163,HUM-403(a),,Experimental cognitive psychology I,"Performing an empirical study in cognitive psychology Cognitive psychology covers all aspect of our mental world, whether it is perception, attention, memory, language, mental imagery, emotion, concept formation, problem solving, creativity, decision making, reasoning, etc. To assess cognitive functioning, psychologists working in this field have traditionally applied experimental scientific methods. In this course, we will elaborate research questions that are closely linked to those of the respective project supervisor. By accounting for the recent published scientific literature, students will elaborate the study questions determined with their respective project supervisor, and will develop their own research activities performed in groups of max 4 students. After having read the relevant literature and decided on a hypothesis (autumn term), students will refine their method (autumn term), test participants (data collection) (spring term), treat the data for statistical analysis (spring term), and write a final scientific report (spring term).","The media frequently report on trendy studies that have been conducted in experimental cognitive psychology, and which inform the public on ""human functioning"" and its causes. We teach students basic skills and requirements when performing, understanding and comprehending such studies.",Benefits from,HUM-239,Psychology of emotion,Psychologie des émotions,"We will teach basic knowledge on cognition and emotion from a mainly psychological perspective. Subsequently, we will elaborate how cognitive and emotional processes nurture and are nurtured by knowledge provided by classical study domains of EPFL (e.g. architecture, engineering).","The subject beyond thought: ""I"", emotions and body Since Descartes, the subject has been identified to a disembodied thought, ruled by rationality. Since a few decades, this representation is changing. Psychologists, neuroscientists and philosophers consider the body as playing a central role in cognition. As a consequence, the conception of the thinking subject, fighting against his emotions, is about to disappear. Affects, as corporeal determinants, are now considered as playing a key role in decision making and the way behaviors are adapted to the surrounding, be it physical or social. From this embodied conception of the subject, this course will reconsider the psychological subject and what fund his sense of self. In exploring the conscious and unconscious mechanisms determining human actions, the neurological and cognitive impairments that modify psychological experiences, we will address whether the subject still can be thought of as a free, unified and rational subject."
164,HUM-403(a),,Experimental cognitive psychology I,"Performing an empirical study in cognitive psychology Cognitive psychology covers all aspect of our mental world, whether it is perception, attention, memory, language, mental imagery, emotion, concept formation, problem solving, creativity, decision making, reasoning, etc. To assess cognitive functioning, psychologists working in this field have traditionally applied experimental scientific methods. In this course, we will elaborate research questions that are closely linked to those of the respective project supervisor. By accounting for the recent published scientific literature, students will elaborate the study questions determined with their respective project supervisor, and will develop their own research activities performed in groups of max 4 students. After having read the relevant literature and decided on a hypothesis (autumn term), students will refine their method (autumn term), test participants (data collection) (spring term), treat the data for statistical analysis (spring term), and write a final scientific report (spring term).","The media frequently report on trendy studies that have been conducted in experimental cognitive psychology, and which inform the public on ""human functioning"" and its causes. We teach students basic skills and requirements when performing, understanding and comprehending such studies.",Benefits from,HUM-316,Cognitive psychology B,Cognitive psychology B,"Are our cognitive functions (e.g. perception, language) due to nature or nurture? While extreme positions are today less prevalent, the debate is ongoing. We will discuss empirical findings supporting either position, inviting students to critically assess and integrate various positions.","This course will extend (but not depend) on a course in year BA3, in which basic knowledge on cognitive psychology was introduced (HUM-213). We will introduce (or remind) students of the basic fields in cognitive psychology and how the nature (biological innateness) vs nurture (social experience) debate has evolved in theoretical viewpoints throughout history. We suggest to treat relevant cognitive domains such as intelligence, learning and memory, language, emotion, temperament. We will present concepts and empirical, mostly experimental, studies that support either perspective in order to compare these viewpoints, discuss, integrate, and synthesize conflicting findings."
165,HUM-403(b),,Experimental cognitive psychology II,See the full description of the course in the Introduction to project of the fall semester (HUM-403a).,"The media frequently report on trendy studies that have been conducted in experimental cognitive psychology, and which inform the public on ""human functioning"". This course aims at teaching students basic skills and requirements to perform, understand and comprehend such studies.",Depends on,HUM-403(a),,Experimental cognitive psychology I,"The media frequently report on trendy studies that have been conducted in experimental cognitive psychology, and which inform the public on ""human functioning"" and its causes. We teach students basic skills and requirements when performing, understanding and comprehending such studies.","Performing an empirical study in cognitive psychology Cognitive psychology covers all aspect of our mental world, whether it is perception, attention, memory, language, mental imagery, emotion, concept formation, problem solving, creativity, decision making, reasoning, etc. To assess cognitive functioning, psychologists working in this field have traditionally applied experimental scientific methods. In this course, we will elaborate research questions that are closely linked to those of the respective project supervisor. By accounting for the recent published scientific literature, students will elaborate the study questions determined with their respective project supervisor, and will develop their own research activities performed in groups of max 4 students. After having read the relevant literature and decided on a hypothesis (autumn term), students will refine their method (autumn term), test participants (data collection) (spring term), treat the data for statistical analysis (spring term), and write a final scientific report (spring term)."
166,HUM-404(b),Media culture II,Culture médiatique II,See the full description of the course in the Introduction to project of the fall semester.,This course provides theoretical and methodological foundations for a sociological approach of media. It helps students to think critically the media culture and its effects.,Depends on,HUM-404(a),Media culture I,Culture médiatique I,This course provides theoretical and methodological foundations for a sociological approach of media. It helps students to think critically the media culture and its effects.,"This course focuses on the analysis of images and narratives broadcasted in the context of mass media culture (newspapers, television, radio, video games, comic book, etc.). We will analyse media representations that we meet daily, exploring their construction, their circulation in our society, the sense we give to these representations in various contexts and the effect they may have on public sphere and our culture. The media and their contents will be addressed with key concepts of visual sociology and history of media. Watch the video presentation of the course: http://youtu.be/x7eLnuGUj3A Fall Semester Spring semester *** Each year we explore a specific topic in the field of media culture. In 2014-2015, the main topic will be ""visual methods"" for the analysis of media images and practices. We will experience different approaches and creative tools available to decrypt the mass media and to enhance our media and visual literacy. In particular, we will consider photography as an object of study, but also as a relevant instrument for research and observation. ***"
167,HUM-406(b),"Music, politics and society II","Musique, politique, société II",See the full description of the course in the Introduction to project of the fall semester.,This course analyzes the Jazz trough the archives of the Montreux Jazz Festival. It leads to group written projects (or individual projects) on a specific topic related to this issue.,Depends on,HUM-406(a),"Music, politics and society I","Musique, politique, société I",This course analyzes the Jazz trough the archives of the Montreux Jazz Festival. It leads to group written projects (or individual projects) on a specific topic related to this issue.,"Although great artworks transcend their times, the social conditions in which they have been created leave in different ways significant traces on them. Composers did not write in the same way for an aristocratic court, a public concert-hall or for the nineteenth century salons. Besides, censorship can play a decisive role in the shaping of the artworks, particularly in totalitarian societies."
168,HUM-407(b),Graphic design VI,Design graphique VI,"See the full description of the course in the Introduction to project of the fall semester. Two themes will be proposed and developed during the first semester. During the second semester, one of them will be realized as a prototype.","Practical teaching that allows to acquire the bases of graphic design and to understand the stakes, the various fields of application, the techniques and the conventions of that discipline.",Depends on,HUM-407(a),Graphic design V,Design graphique V,"This course offers practical teaching that allows to acquire the bases of graphic design and to understand the stakes, the various fields of application, the techniques and the conventions of that discipline.","Two themes will be proposed and developed during the first semester. During the second semester, one of them will be realized as a prototype."
169,HUM-408(b),Industrial design VI,Design industriel VI,See the full description of the course in the Introduction to project of the fall semester.,This course offers practical teaching that allows acquiring the bases of industrial design by confronting the students with the creation of an object. The results in a functional prototype made in collaboration with an artisan or a local company.,Depends on,HUM-408(a),Industrial design V,Design industriel V,This course offers practical teaching that allows acquiring the bases of industrial design by confronting the students with the creation of an object. The results in a functional prototype made in collaboration with an artisan or a local company.,"Two topics will be proposed and developed during the first semester up to the presentation of a reduced size model. During the second semester, one of the two models will be realized as a prototype."
170,HUM-409(b),Images of nature II,Images de la nature II,See the full description of the course in the Introduction to project of the fall semester.,"The course in an open approach to the constructions of Nature by different sciences and cultures. It emphasises the plurality of appearances of the object called ""Nature"" and the roles which it plays or are given to it, notably in opposition to the artificial.",Depends on,HUM-409(a),Images of nature I,Images de la nature I,"The course in an open approach to the constructions of Nature by different sciences and cultures. It emphasises the plurality of appearances of the object called ""Nature"" and the roles which it plays or are given to it, notably in opposition to the artificial.","Nature and the artificial: from landscape to augmented reality The course in an open approach to the constructions of Nature by different sciences and cultures. It emphasises the plurality of appearances of the object called ""Nature"" and the roles which it plays or are given to it, notably in opposition to the artificial. It emphasises Nature, (a) as a shared object of science and a resource for political discourses, (b) as a source for artistic creation, (c) as an ecological subject and object, and (d) as a cultural production from an anthropological perspective.The course is planned in two parts: 1. Nature as opposed to the artificial, 2. Nature through its objects. It fuels on the alternation between historic and theoretical approaches, as well as on concrete examples from the contemporary world."
171,HUM-410(b),Law and technology II,Droit et technique II,See the full description of the course in the Introduction to project of the fall semester.,"This course will present the legal frame applicable to specific technical issues in various fields, among which computer science, ecology, genetics and construction.",Depends on,HUM-410(a),Law and technology I,Droit et technique I,"This course will present the legal frame applicable to specific technical issues in various fields, among which computer science, ecology, genetics and construction.","Law of new technologies, building and environnement Fall semester classes include the following subjects : - Swiss environmental law and international environmental protection. - Liability of engineers and architects. - Computer torts and crimes. - Data protection and copyright, with focus on the internet. The spring semester will consist of the writing of a group essay on one of the aforementioned subjects."
172,HUM-411(d),Energy economics and policy II,Economie et politique de l<squote/>énergie II,"See the file of the fall semester<squote/>s course (HUM-411(a)): content, learning outcomes, transversal skills, teaching method, resources.","Students understand the big energy problems, in a socio-economical perspective, without loosing sight of the technological and environmental challenges. Furthermore, they develop a research project on a well-defined issue related to energy and its socio-economical aspects.",Depends on,HUM-411(c),Energy economics and policy I,Economie et politique de l<squote/>énergie I,"Students understand the big energy problems in a socio-economic perspective, without loosing sight of the technological and environmental challenges. They analyze and discuss scientific articles and develop a research project.","Energy economics and policy The course covers in particular the following issues: i) energy, economic growth and human development<semicolon/> ii) electricity, market liberalization, and energy policy<semicolon/> iii) Risks related to energy transformation, use and management. Some controversies will be highlighted, for instance the debate on the limits of growth<semicolon/> the role of the State and market<semicolon/> technological risk acceptability. Round-tables will be organized with the participation of guests (decision-makers and experts). The research project<squote/>s topic is chosen by the students, organized in working groups, with the support of the teacher. In the spring semester (HUM-411(b)) students will write a scientific article on the basis of the research project carried out in the fall."
173,HUM-412(d),Engineering ethics II,Enjeux éthiques de l<squote/>ingénieur II,"See the full description of the course in the ""Introduction to project"" of the fall semester.","In this course students are confronted with ethical issues that engineers may face in their professional activity, such as: controversial technological innovations, conflicts of interest, environmental and societal impact of technology, scientific projects in countries of the South",Depends on,HUM-412(c),Engineering ethics I,Enjeux éthiques de l<squote/>ingénieur I,"In this course students are confronted with ethical issues that engineers may face in their professional activity, such as: controversial technological innovations, conflicts of interest, environmental and societal impact of technology, scientific projects in countries of the South","Engineering ethics Following an introduction to engineering ethics, with a special focus on questions related to responsibility, students realize a research projects under the supervision of the teachers."
174,HUM-416(b),Men / Machines II,Hommes / Machines II,"See the full description of the course in the ""Introduction to project"" of the fall semester.","The Machine-Man has become real. From electronic prosthetics to bio-inspired robotics, the human body has become a hybrid, in part technological. Our environment, our work, our behavior, and our styles of life are modeled by machines.",Depends on,HUM-416(a),Men / Machines I,Hommes / Machines I,"The Machine-Man has become real. From electronic prosthetics to bio-inspired robotics, the human body has become a hybrid, in part technological. Our environment, our work, our behavior, and our styles of life are modeled by machines.","Program This course will merge cultural approaches (especially taken from literature and art) with scientific ones in order to address issues and problems linked with human mechanization and anthropomorphic machines. Some introductive lectures will provide a theoretical and historical frame (a syllabus/reader will be provided), and fields will be suggested for personal research. Students will then be asked to define their topics and start their own project work, in groups (or individually if the size of the class allows for it). This preliminary work will lead to the writing and oral defense of a final report about either a field (robotics at EPFL, numeric interface, automatized work in industry, prosthetics in medical structure, ...) or about an artistic artifact (literature, art, film, comics, anime...). On a regular basis, students will present their work-in-progress to the teachers, and finally to the class."
175,HUM-417(b),,"Philosophy, epistemology and history of science II","See the full description of the course in the ""Introduction to project"" (HUM-417 a) of the fall semester.","The course considers central themes in the philosophy of science, such as scientific realism and the ontology of physics. Starting from the debate between Leibniz and Newton about space and time, we move on to the transition from classical to quantum physics and the explanatory role of mathematics.",Depends on,HUM-417(a),,"Philosophy, epistemology and history of science I","The course considers central themes in the philosophy of science, such as scientific realism and the ontology of physics. Starting from the debate between Leibniz and Newton about space and time, we move on to the transition from classical to quantum physics and the explanatory role of mathematics.","Philosophical perspectives on the exact sciences and their history How did the visions of space and time change from Galileo via Newton to Einstein? What is matter following the revolution introduced by quantum physics? What is a law of nature? Do mathematical objects really exist? These questions, among many others, will be tackled in the philosophical reflection on the exact sciences and their history that this master course offers. Reflecting on these issues provides intellectual tools for a better understanding of today<squote/>s science and technologies. After an introductory teaching, the students work in small groups of 1 to 3 students on a particular project and present their results to the whole group. Students are free to choose the project that interests them most, but we encourage them to work on a project that is about philosophical issues raised in connection with their main branch at EPFL. We propose several interdisciplinary projects in the philosophy of physics in cooperation with professors from the physics department."
176,HUM-419(b),Myths of the ancient Mediterranean Sea II,Mythes de la Méditerranée ancienne II,"See the full description of the course in the ""Introduction to project"" of the fall semester.","The course explores the myths and the main texts of ancient cultures (Biblical World, Greece, Rome, Egypt). Exploring their meanings, their receptions, it helps us better understand the heterogeneous nature of our own culture.",Depends on,HUM-419(a),Myths of the ancient Mediterranean Sea I,Mythes de la Méditerranée ancienne I,"The course explores the myths and the main texts of ancient cultures (Biblical World, Greece, Rome, Egypt). Exploring their meanings, their receptions, it helps us better understand the heterogeneous nature of our own culture.","Mediterranean myths : an anthropological approach Constitution of groups working on a mythological subject related to the cultural areas studied (to be chosen from a list provided by teachers). Definition of the teamwork. Methodology lectures, examples of interpretations. Monitoring the progress of the research and the project development with each group"
177,HUM-420(b),Social psychology II,Psychologie sociale II,"See the full description of the course in the ""Introduction to project"" of the fall semester.","This course in Social Psychology of Education is concerned with the empirical study of the determinants and consequences of motivation. Following a theoretical introduction, students will work in group, conduct an original study (e.g., questionnaire) and produce a research report",Depends on,HUM-420(a),Social psychology I,Psychologie sociale I,"This Social Psychology course is concerned with the empirical study of motivation. Students will acquire relevant knowledge (the determinants and consequences of motivation in academic and organizational settings) and relevant competences (epistemic, methodological and statistical).","Of the dynamics of motivation Overall objectives of the course: The goal of this class is to conduct a study in order to define particular determinants of motivation (e.g., power, group membership) and/or its consequences (e.g, conflict, discrimination). General description of the field: The study of causes (e.g., personological, contextual) and effects (e.g., epistemic, social) of motivation will be made in the light of thirty years of experimental researches on thematics as various as stimulating: impact of competition, study of social behaviors (e.g., aggression)... Organization of the class : - Sept./Oct. : Presentation of the theoretical framework - Oct./Nov. : Group formation, readings - Nov./Dec. : Writing of the theoretical introduction and material construction - Feb./March : Conduction of the experiment - March/April: Data analysis - May : Final report and oral presentation."
178,HUM-422(b),,Understanding modern Switzerland II,"See the full description of the course in the ""Introduction to project"" of the fall semester (HUM-422a).","Based on the knowledge acquired during the fall semester course (Understanding modern Switzerland I), students are asked to work by group of 3-4 students and prepare a paper on a topic previously discussed with the teachers.",Depends on,HUM-422(a),,Understanding modern Switzerland I,"This course provides a general introduction to Swiss history, its culture, its economy and its political system since 1848 until today.","PLEASE NOTE THAT THIS COURSE IS FOR FOREIGN STUDENTS ONLY (i.e. students who did not attend Swiss schools before University). During the fall semester, two-hour lectures will give a general introduction to Swiss history, culture, economy and politics and discuss Swiss particularities such as the question of languages, the system of direct democracy, Switzerland<squote/>s strong economic position, and the country<squote/>s firm engagement on the international scene. Study Plan: I. Mapping Switzerland II. Switzerland as a cultural and political labyrinth III. The Wealth of a nation IV. Switzerland and the world. During the spring semester the students will be asked to write a research paper on a specific subject, which they will select in consultation with the instructors."
179,HUM-427(b),,History of globalization II,See the full description of the course in the Introduction to project of the fall semester: History of globalization I (HUM-427a).,"This course is intended to contribute to the students<squote/> knowledge of crucial issues related to the phenomenon known as globalization, namely: humanitarianism, global health and development.The course critically examines a number of practices, the politics, interests and visions of actors.",Depends on,HUM-427(a),,History of globalization I,"This course is intended to contribute to the students<squote/> knowledge of crucial issues related to the phenomenon known as globalization, namely: humanitarianism, global health and development.The course critically examines a number of practices, the politics, interests and visions of actors.","Humanitarianism, global health, and development during the 20th century Globalization and global inequality have been and still are central issues of the 20th and beginning of the 21st century. This course will concentrate on three major topics related to such phenomena: humanitarianism, global health, and development. The three topics concerned benevolent deeds undertaken beyond national frontiers on behalf of individuals, communities, groups or entire nations in dire straits by a variety of actors (i.e. organizations governmental and non-governmental associations, philanthropic foundations).They will be examined bearing in mind local, international, and global contexts. The course will focus on humanitarian, global health and development actors (non-governmental organizations such as Médecins sans Frontière<semicolon/> international organizations<semicolon/> philanthropic organizations, for example the Bill and Melinda Gates Foundation). We will visit some of these institutions. We will also study these actors<squote/> tools, such as photography, movie, mass campaign vaccinations. We will pay attention to conflict and post-conflict, imperial/colonial and post-colonial periods, during which development became a politically, economically, and socially relevant international issue. The course draws attention to the importance of historical perspectives, showing that global health or humanitarian operations or development projects are not inventions of the post-Cold War period but have a longer history. Our aim is to show continuities and ruptures between then and now. Case studies will be favored in this class. The emphasis will also be put on extra-European countries. The course is organized in two parts: a first part, which provides a general overview of the topics, and a second part during which students work on their projects."
180,HUM-428(a),"Science, technology and society I","Science, technologie et société I","The dynamics of innovation: the case of innovation issued from the Montreux Jazz Festival The teaching is structured around an individual (or by group of two studuents) investigation, each on an on going innovation related to the Montreux Jazz Festival and to its 46 years of video archives. The teaching introduces basic concepts, investigation methods and analytical frameworks to follow, describe and analyze innovation process (production and mobilization of knowledge, the modeling work, the games of innovation actors, issues and questions that are important to the economy and society, debates and controversies, competition, innovation management, entrepreneuship, fundind and regulation). At the end of the teaching, each student (or group of two) will have written a book chapter or a scientific article which would be published. All the teaching is oreinted toward a paper which could be published. In collaboration with Alain Dufaux (Centre MetaMedia - EPFL).","90% of the inventions never become innovations. How then the actors face such incertitude? We will listen to the testimony of entrepreneurs from startup, then collectively analyzed during the class from the sociology of innovation.",Benefits from,HUM-229,"Science, technology and society B","Science, technologie et société B",This course aims at exploring the social and cultural dimensions of scientific work or engineering. Contributing to wikipedia articles on engineering on technologies or engineering from a STS (science and technology studies) or engineering studies point of view.,"Science and engineering in action The course is devoted to the study of social and cultural dimensions of scientific and technological work. Looking at the challenges into a specific domain (for 2014-2015: innovation or the culture), it covers topics relating to the emergence of the discipline or field of engineering, institutional and emtrepreneurial transformations, constitution of new actors and their relations, career paths in the domain, the shaping of scientific content and technological innovation, research practices and engineering (in laboratories, design offices, technology platforms, networks of scientific cooperation) and the mechanisms by which science and technology influence and is influenced by society. Selection of specifc fields (museum architecture, 3D printer design, software engineering, augmented human being, microtechnics for cultural artefacts, emerging cultures online, etc.) during the first two classes. Collective exploration during the sessions. Learing of a working method to study an unknown domain in your discipline (which actors, practices, evolutions and stakes and how is performed the science-technology-society integration into a specific domain)."
181,HUM-428(a),"Science, technology and society I","Science, technologie et société I","The dynamics of innovation: the case of innovation issued from the Montreux Jazz Festival The teaching is structured around an individual (or by group of two studuents) investigation, each on an on going innovation related to the Montreux Jazz Festival and to its 46 years of video archives. The teaching introduces basic concepts, investigation methods and analytical frameworks to follow, describe and analyze innovation process (production and mobilization of knowledge, the modeling work, the games of innovation actors, issues and questions that are important to the economy and society, debates and controversies, competition, innovation management, entrepreneuship, fundind and regulation). At the end of the teaching, each student (or group of two) will have written a book chapter or a scientific article which would be published. All the teaching is oreinted toward a paper which could be published. In collaboration with Alain Dufaux (Centre MetaMedia - EPFL).","90% of the inventions never become innovations. How then the actors face such incertitude? We will listen to the testimony of entrepreneurs from startup, then collectively analyzed during the class from the sociology of innovation.",Benefits from,HUM-332,"Science, technology and society D","Science, technologie et société D",Science and technology are experiencing changes that also affect the entire society. The course will take the example of nanoscience and nanotechnology to develop an analysis of this kind of phenomenon.,"The nanos major change Science and technology sometimes are experiencing major changes that upset the entire society. What is happening today in the field of nanoscience and nanotechnology is a good example. Taking the example the nanoscience and nanotechnology (including nanobiotechnology), the course examines the phenomenon by browsing a variety of local and global approaches that address both the scientific activity (scientometry, ethnography of laboratory in the field of MEMS and NEMS and molecular motor) on regulations (industrial, political, legal) and debate within society. The aim is to acquire an analysis of this kind of phenomenon approach. The choice and the deepening of a theme will be made according the preferences of the students. The course is an occasion to discover what is going on into research labs and in the life of researchers and their career. The studens will be accompanied by the professor in the meeting of a researcher and/or into the visit of a research lab in the field."
